City	Date	Date	Mo=W+M	65+	W	M	SSC	DIS offensife(1,2,3 etc) non-offensive(0)	TOS time of the season	T	Td	AT	T-AT
KHB	20040602	02.06.2004	25	10	10	15	1	0	33	23	9,8	27,1	4,1
KHB	20040603	03.06.2004	24	14	12	12	3	1	34	24	15,0	30,2	6,2
KHB	20040604	04.06.2004	26	16	15	11	7	0	35	22	4,6	24,9	2,9
KHB	20040605	05.06.2004	21	6	3	18	1	0	36	19	1,5	21,6	2,6
KHB	20040606	06.06.2004	28	15	10	18	1	0	37	15	3,5	17,8	2,8
KHB	20040607	07.06.2004	34	18	19	15	2	0	38	17	3,3	19,8	2,8
KHB	20040608	08.06.2004	19	6	9	10	2	0	39	15	8,0	18,7	3,7
KHB	20040609	09.06.2004	23	16	8	15	1	0	40	21	9,3	25,0	4,0
KHB	20040610	10.06.2004	21	11	9	12	1	0	41	24	7,2	27,4	3,4
KHB	20040611	11.06.2004	24	11	11	13	4	0	42	17	15,2	23,3	6,3
KHB	20040612	12.06.2004	20	7	9	11	1	0	43	21	8,6	24,8	3,8
KHB	20040613	13.06.2004	33	19	14	19	7	0	44	18	9,9	22,2	4,2
KHB	20040614	14.06.2004	19	11	7	12	2	0	45	17	3,3	19,8	2,8
KHB	20040615	15.06.2004	13	6	6	7	1	0	46	23	7,5	26,5	3,5
KHB	20040616	16.06.2004	22	10	11	11	1	0	47	27	10,2	31,2	4,2
KHB	20040617	17.06.2004	29	17	9	20	66	1	48	31	19,0	39,3	8,3
KHB	20040618	18.06.2004	21	11	9	12	4	0	49	20	19,7	28,8	8,8
KHB	20040619	19.06.2004	28	13	9	19	4	0	50	23	19,3	31,5	8,5
KHB	20040620	20.06.2004	19	11	11	8	4	0	51	22	17,7	29,6	7,6
KHB	20040621	21.06.2004	22	11	6	16	5	0	52	18	14,8	24,1	6,1
KHB	20040622	22.06.2004	23	11	10	13	5	0	53	14	13,4	19,5	5,5
KHB	20040623	23.06.2004	26	10	12	14	5	0	54	17	16,9	24,2	7,2
KHB	20040624	24.06.2004	21	11	11	10	4	0	55	22	16,8	29,1	7,1
KHB	20040625	25.06.2004	21	10	12	9	6	0	56	29	20,8	38,5	9,5
KHB	20040626	26.06.2004	24	11	12	12	66	1	57	30	18,6	38,1	8,1
KHB	20040627	27.06.2004	35	19	17	18	4	0	58	20	19,7	28,8	8,8
KHB	20040628	28.06.2004	16	7	9	7	6	0	59	25	20,2	34,1	9,1
KHB	20040629	29.06.2004	21	9	12	9	4	0	60	20	15,7	26,5	6,5
KHB	20040630	30.06.2004	12	6	9	3	1	0	61	22	10,7	26,4	4,4
KHB	20040701	01.07.2004	14	5	4	10	1	0	62	26	14,3	31,8	5,8
KHB	20040702	02.07.2004	28	22	19	9	4	0	63	25	15,7	31,5	6,5
KHB	20040703	03.07.2004	24	9	11	13	4	0	64	22	15,0	28,2	6,2
KHB	20040704	04.07.2004	27	16	13	14	2	0	65	22	15,2	28,3	6,3
KHB	20040705	05.07.2004	35	13	10	25	4	0	66	22	16,1	28,7	6,7
KHB	20040706	06.07.2004	18	9	4	14	5	0	67	17	16,9	24,2	7,2
KHB	20040707	07.07.2004	30	14	14	16	4	0	68	22	18,6	30,1	8,1
KHB	20040708	08.07.2004	16	7	7	9	4	0	69	25	20,7	34,4	9,4
KHB	20040709	09.07.2004	24	9	10	14	4	0	70	26	19,6	34,7	8,7
KHB	20040710	10.07.2004	20	6	4	16	6	0	71	23	16,8	30,1	7,1
KHB	20040711	11.07.2004	24	11	9	15	1	0	72	24	13,4	29,4	5,4
KHB	20040712	12.07.2004	25	16	8	17	1	0	73	26	16,1	32,7	6,7
KHB	20040713	13.07.2004	25	15	10	15	6	0	74	28	18,2	35,9	7,9
KHB	20040714	14.07.2004	26	16	16	10	3	1	75	28	20,7	37,4	9,4
KHB	20040715	15.07.2004	22	10	10	12	4	0	76	26	21,9	36,2	10,2
KHB	20040716	16.07.2004	21	12	11	10	4	0	77	23	20,4	32,2	9,2
KHB	20040717	17.07.2004	20	12	8	12	4	0	78	24	17,8	31,6	7,6
KHB	20040718	18.07.2004	18	11	7	11	4	0	79	24	20,0	33,0	9,0
KHB	20040719	19.07.2004	28	7	15	13	5	0	80	18	17,7	25,6	7,6
KHB	20040720	20.07.2004	21	10	10	11	5	0	81	20	18,7	28,2	8,2
KHB	20040721	21.07.2004	20	10	7	13	4	0	82	21	17,4	28,4	7,4
KHB	20040722	22.07.2004	24	13	11	13	1	0	83	30	20,8	39,5	9,5
KHB	20040723	23.07.2004	25	12	10	15	4	0	84	26	24,6	38,2	12,2
KHB	20040724	24.07.2004	30	18	12	18	7	0	85	28	20,1	37,0	9,0
KHB	20040725	25.07.2004	27	12	7	20	1	0	86	24	15,9	30,6	6,6
KHB	20040726	26.07.2004	24	12	12	12	4	0	87	23	18,8	31,2	8,2
KHB	20040727	27.07.2004	21	12	11	10	1	0	88	27	18,7	35,2	8,2
KHB	20040728	28.07.2004	15	7	6	9	1	0	89	28	16,0	34,6	6,6
KHB	20040729	29.07.2004	29	14	17	12	4	0	90	28	20,1	37,0	9,0
KHB	20040730	30.07.2004	18	8	5	13	4	0	91	21,7	16,4	28,6	6,9
KHB	20040731	31.07.2004	22	9	11	11	1	0	92	24,8	14,9	30,9	6,1
KHB	20040801	01.08.2004	29	11	12	17	1	0	93	24,3	12,6	29,4	5,1
KHB	20040802	02.08.2004	18	8	9	9	1	0	94	26,9	15,3	33,2	6,3
KHB	20040803	03.08.2004	29	12	12	17	6	0	95	28	19,5	36,6	8,6
KHB	20040804	04.08.2004	20	6	8	12	7	0	96	22,4	19,4	31,0	8,6
KHB	20040805	05.08.2004	14	7	8	6	1	0	97	22,9	13,1	28,2	5,3
KHB	20040806	06.08.2004	25	8	13	12	6	0	98	26,3	19,9	35,2	8,9
KHB	20040807	07.08.2004	25	12	11	14	4	0	99	24,2	23,9	35,9	11,7
KHB	20040808	08.08.2004	34	16	16	18	4	0	100	20,5	20,2	29,6	9,1
KHB	20040809	09.08.2004	12	9	6	6	4	0	101	22,8	18,3	30,7	7,9
KHB	20040810	10.08.2004	20	9	10	10	4	0	102	23,7	16,7	30,7	7,0
KHB	20040811	11.08.2004	29	15	16	13	1	0	103	24,6	17,8	32,2	7,6
KHB	20040812	12.08.2004	31	13	12	19	2	0	104	21,6	10,7	26,0	4,4
KHB	20040813	13.08.2004	23	12	8	15	1	0	105	23	13,2	28,4	5,4
KHB	20040814	14.08.2004	21	6	5	16	1	0	106	23,7	15,2	30,0	6,3
KHB	20040815	15.08.2004	19	8	5	14	5	0	107	15,3	15,3	21,7	6,4
KHB	20040816	16.08.2004	20	8	10	10	0	0	108	21	13,4	26,5	5,5
KHB	20040817	17.08.2004	24	12	11	13	5	0	109	19,5	15,8	26,1	6,6
KHB	20040818	18.08.2004	27	12	10	17	4	0	110	21,3	12,4	26,4	5,1
KHB	20040819	19.08.2004	22	6	8	14	1	0	111	24,2	13,1	29,5	5,3
KHB	20040820	20.08.2004	22	8	10	12	1	0	112	22,4	12,1	27,3	4,9
KHB	20040821	21.08.2004	18	9	10	8	4	0	113	22,6	14,2	28,4	5,8
KHB	20040822	22.08.2004	33	16	11	22	1	0	114	26,9	18,5	34,9	8,0
KHB	20040823	23.08.2004	23	11	13	10	3	1	115	29,1	19,4	37,7	8,6
KHB	20040824	24.08.2004	19	10	3	16	1	0	116	22,6	13,1	27,9	5,3
KHB	20040825	25.08.2004	31	13	11	20	1	0	117	23,4	14,7	29,4	6,0
KHB	20040826	26.08.2004	21	11	14	7	1	0	118	26,1	13,6	31,6	5,5
KHB	20040827	27.08.2004	27	13	9	18	4	0	119	25,2	17,7	32,8	7,6
KHB	20040828	28.08.2004	32	10	13	19	1	0	120	26,2	19,3	34,7	8,5
KHB	20040829	29.08.2004	22	10	9	13	4	0	121	23	15,3	29,3	6,3
KHB	20040830	30.08.2004	21	12	12	9	4	0	122	20,6	18,4	28,6	8,0
KHB	20040831	31.08.2004	19	10	6	13	4	0	123	18,7	18,7	26,9	8,2
KHB	20040901	01.09.2004	20	9	8	12	5	0	124	16	15,2	22,3	6,3
KHB	20040902	02.09.2004	15	7	5	10	5	0	125	14,2	11,5	18,9	4,7
KHB	20040903	03.09.2004	18	10	8	10	4	0	126	17,8	14,3	23,7	5,9
KHB	20040904	04.09.2004	23	7	11	12	1	0	127	23	14,5	28,9	5,9
KHB	20040905	05.09.2004	28	19	15	13	1	0	128	25,5	18,9	33,8	8,3
KHB	20040906	06.09.2004	25	11	8	17	4	0	129	22,5	17,0	29,7	7,2
KHB	20040907	07.09.2004	16	9	6	10	4	0	130	18,7	12,9	24,0	5,3
KHB	20040908	08.09.2004	24	13	13	11	5	0	131	14,6	9,8	18,8	4,2
KHB	20040909	09.09.2004	24	13	13	11	5	0	132	16,3	11,2	20,9	4,6
KHB	20040910	10.09.2004	30	11	11	19	1	0	133	20,1	9,4	24,1	4,0
KHB	20040911	11.09.2004	18	9	7	11	1	0	134	23,6	12,6	28,7	5,1
KHB	20040912	12.09.2004	23	11	12	11	1	0	135	23,3	14,6	29,3	6,0
KHB	20040913	13.09.2004	21	11	11	10	4	0	136	15,3	15,1	21,6	6,3
KHB	20040914	14.09.2004	35	21	18	17	4	0	137	17,3	15,6	23,8	6,5
KHB	20040915	15.09.2004	13	4	4	9	4	0	138	22,2	14,8	28,3	6,1
KHB	20040916	16.09.2004	25	12	6	19	6	0	139	23,8	12,8	29,0	5,2
KHB	20040917	17.09.2004	13	7	6	7	4	0	140	21,6	18,6	29,7	8,1
KHB	20040918	18.09.2004	29	13	15	14	4	0	141	11,9	11,6	16,7	4,8
KHB	20040919	19.09.2004	30	11	13	17	4	0	142	12,4	11,6	17,2	4,8
KHB	20040920	20.09.2004	28	15	11	17	1	0	143	16,4	4,1	19,3	2,9
KHB	20040921	21.09.2004	22	11	10	12	1	0	144	19,7	3,8	22,5	2,8
KHB	20040922	22.09.2004	22	11	10	12	1	0	145	21,2	9,8	25,3	4,1
KHB	20040923	23.09.2004	19	14	9	10	1	0	146	22,7	11,4	27,4	4,7
KHB	20040924	24.09.2004	23	11	9	14	1	0	147	22,7	11,7	27,5	4,8
KHB	20040925	25.09.2004	25	17	12	13	1	0	148	22,7	10,2	26,9	4,2
KHB	20040926	26.09.2004	31	22	17	14	4	0	149	20,6	13,8	26,2	5,6
KHB	20040927	27.09.2004	29	17	13	16	6	0	150	23,3	15,1	29,5	6,2
KHB	20040928	28.09.2004	20	10	10	10	7	0	151	15,4	-1,2	18,0	2,6
KHB	20040929	29.09.2004	23	11	6	17	1	0	152	12,6	7,7	16,2	3,6
KHB	20040930	30.09.2004	17	8	8	9	2	0	153	11,9	-3,5	14,7	2,8
KHB	20050501	01.05.2005	25	10	14	11	5	0	1	6	6,0	9,3	3,3
KHB	20050502	02.05.2005	20	4	7	13	5	0	2	5,6	2,2	8,4	2,8
KHB	20050503	03.05.2005	14	8	7	7	5	0	3	4,4	4,4	7,4	3,0
KHB	20050504	04.05.2005	26	16	8	18	5	0	4	7,6	2,9	10,4	2,8
KHB	20050505	05.05.2005	38	14	14	24	5	0	5	7,3	3,2	10,1	2,8
KHB	20050506	06.05.2005	27	18	13	14	1	0	6	15,5	0,9	18,1	2,6
KHB	20050507	07.05.2005	18	8	9	9	5	0	7	3,5	3,3	6,4	2,9
KHB	20050508	08.05.2005	21	10	10	11	5	0	8	7,2	3,4	10,1	2,9
KHB	20050509	09.05.2005	28	16	12	16	5	0	9	7,2	3,4	10,1	2,9
KHB	20050510	10.05.2005	31	15	11	20	0	0	10			2,7	2,7
KHB	20050511	11.05.2005	31	13	15	16	1	0	11	14,5	-3,8	17,4	2,9
KHB	20050512	12.05.2005	33	18	16	17	2	0	12	13,1	7,7	16,7	3,6
KHB	20050513	13.05.2005	23	9	5	18	5	0	13	6,7	6,5	10,1	3,4
KHB	20050514	14.05.2005	29	10	9	20	0	0	14			2,7	2,7
KHB	20050515	15.05.2005	26	12	10	16	2	0	15	11,7	1,3	14,4	2,7
KHB	20050516	16.05.2005	18	7	7	11	2	0	16	13,2	3,3	16,0	2,8
KHB	20050517	17.05.2005	26	12	6	20	4	0	17	15,3	9,9	19,5	4,2
KHB	20050518	18.05.2005	33	14	13	20	2	0	18	14,9	3,9	17,8	2,9
KHB	20050519	19.05.2005	24	16	9	15	1	0	19	15,5	2,6	18,2	2,7
KHB	20050520	20.05.2005	22	10	10	12	4	0	20	10,2	10,2	14,5	4,3
KHB	20050521	21.05.2005	31	20	14	17	2	0	21	10,8	3,8	13,7	2,9
KHB	20050522	22.05.2005	20	10	11	9	1	0	22	16,5	4,2	19,4	2,9
KHB	20050523	23.05.2005	27	12	11	16	1	0	23	18,4	3,4	21,2	2,8
KHB	20050524	24.05.2005	21	11	7	14	3	1	24	22,1	3,7	24,9	2,8
KHB	20050525	25.05.2005	17	9	10	7	3	2	25	25	4,7	27,9	2,9
KHB	20050526	26.05.2005	27	12	12	15	3	3	26	25,3	7,9	28,9	3,6
KHB	20050527	27.05.2005	30	17	14	16	6	0	27	21,7	12,3	26,7	5,0
KHB	20050528	28.05.2005	27	7	8	19	1	0	28	22,2	10,0	26,4	4,2
KHB	20050529	29.05.2005	25	9	10	15	1	0	29	22	15,1	28,2	6,2
KHB	20050530	30.05.2005	23	8	12	11	6	0	30	22,5	13,6	28,0	5,5
KHB	20050531	31.05.2005	33	16	16	17	4	0	31	15,3	15,3	21,7	6,4
KHB	20050601	01.06.2005	29	14	9	20	1	0	32	24,8	15,1	31,0	6,2
KHB	20050602	02.06.2005	12	7	4	8	0	0	33			2,7	2,7
KHB	20050603	03.06.2005	24	9	10	14	4	0	34	17,4	16,7	24,5	7,1
KHB	20050604	04.06.2005	28	11	10	18	6	0	35	23,6	15,1	29,8	6,2
KHB	20050605	05.06.2005	13	8	7	6	5	0	36	13,4	10,0	17,6	4,2
KHB	20050606	06.06.2005	25	13	10	15	1	0	37	23,1	13,6	28,6	5,5
KHB	20050607	07.06.2005	24	17	12	12	6	0	38	24,1	17,3	31,5	7,4
KHB	20050608	08.06.2005	14	10	7	7	6	0	39	25,9	17,8	33,5	7,6
KHB	20050609	09.06.2005	14	9	3	11	4	0	40	20,7	13,4	26,2	5,5
KHB	20050610	10.06.2005	18	7	8	10	6	0	41	22,6	16,8	29,7	7,1
KHB	20050611	11.06.2005	26	9	10	16	6	0	42	25,4	15,7	31,9	6,5
KHB	20050612	12.06.2005	31	14	10	21	1	0	43	26,3	12,0	31,2	4,9
KHB	20050613	13.06.2005	18	10	9	9	1	0	44	27,4	9,7	31,5	4,1
KHB	20050614	14.06.2005	25	11	14	11	3	1	45	29	14,8	35,0	6,0
KHB	20050615	15.06.2005	23	12	14	9	6	0	46	26,9	20,5	36,2	9,3
KHB	20050616	16.06.2005	28	14	11	17	6	0	47	28,6	19,5	37,2	8,6
KHB	20050617	17.06.2005	25	11	10	15	6	0	48	26,1	16,9	33,2	7,1
KHB	20050618	18.06.2005	25	11	6	19	6	0	49	27,9	17,4	35,3	7,4
KHB	20050619	19.06.2005	26	10	11	15	6	0	50	28,9	17,4	36,3	7,4
KHB	20050620	20.06.2005	24	8	12	12	3	0	51	30	17,1	37,2	7,2
KHB	20050621	21.06.2005	24	12	10	14	6	0	52	28	19,0	36,3	8,3
KHB	20050622	22.06.2005	30	20	15	15	66	1	53	30,2	17,0	37,4	7,2
KHB	20050623	23.06.2005	40	24	21	19	7	0	54	26,5	8,5	30,2	3,7
KHB	20050624	24.06.2005	19	10	12	7	4	0	55	20,4	12,6	25,5	5,1
KHB	20050625	25.06.2005	20	7	7	13	1	0	56	28,9	13,6	34,4	5,5
KHB	20050626	26.06.2005	34	10	15	19	6	0	57	26,3	17,1	33,5	7,2
KHB	20050627	27.06.2005	16	5	4	12	1	0	58	27,6	6,9	30,9	3,3
KHB	20050628	28.06.2005	25	11	9	16	1	0	59	27,2	12,4	32,2	5,0
KHB	20050629	29.06.2005	23	11	10	13	1	0	60	29,3	15,4	35,6	6,3
KHB	20050630	30.06.2005	16	9	5	11	6	0	61	30,5	16,9	37,6	7,1
KHB	20050701	01.07.2005	16	4	12	4	6	0	62	28,6	18,4	36,6	8,0
KHB	20050702	02.07.2005	14	8	6	8	4	0	63	25	17,5	32,5	7,5
KHB	20050703	03.07.2005	25	14	8	17	6	0	64	29	20,7	38,4	9,4
KHB	20050704	04.07.2005	25	18	12	13	4	0	65	18,8	17,5	26,3	7,5
KHB	20050705	05.07.2005	24	11	13	11	4	0	66	23,1	17,5	30,6	7,5
KHB	20050706	06.07.2005	16	10	9	7	5	0	67	19,2	14,2	25,0	5,8
KHB	20050707	07.07.2005	19	9	9	10	2	0	68	20,1	9,9	24,3	4,2
KHB	20050708	08.07.2005	25	14	10	15	1	0	69	24,9	11,8	29,7	4,8
KHB	20050709	09.07.2005	29	12	13	16	1	0	70	27,1	16,1	33,8	6,7
KHB	20050710	10.07.2005	22	15	9	13	1	0	71	29	14,0	34,7	5,7
KHB	20050711	11.07.2005	22	5	5	17	1	0	72	30,3	14,8	36,3	6,0
KHB	20050712	12.07.2005	30	19	12	18	3	1	73	31,7	16,8	38,7	7,0
KHB	20050713	13.07.2005	22	8	8	14	3	2	74	32,3	14,0	38,0	5,7
KHB	20050714	14.07.2005	33	15	13	20	3	3	75	29,2	20,1	38,2	9,0
KHB	20050715	15.07.2005	23	9	7	16	4	0	76	21	21,0	30,6	9,6
KHB	20050716	16.07.2005	26	16	13	13	6	0	77	27,6	21,9	37,8	10,2
KHB	20050717	17.07.2005	17	10	5	12	4	0	78	19,5	19,5	28,2	8,7
KHB	20050718	18.07.2005	27	16	10	17	4	0	79	23,9	19,2	32,4	8,5
KHB	20050719	19.07.2005	25	13	9	16	1	0	80	24,5	16,7	31,5	7,0
KHB	20050720	20.07.2005	34	17	13	21	4	0	81	22,6	19,6	31,3	8,7
KHB	20050721	21.07.2005	14	5	6	8	4	0	82	25,6	20,2	34,7	9,1
KHB	20050722	22.07.2005	18	8	8	10	0	0	83	25,9	20,2	35,0	9,1
KHB	20050723	23.07.2005	17	6	7	10	0	0	84	23,8	21,9	34,0	10,2
KHB	20050724	24.07.2005	24	11	11	13	6	0	85	28,5	21,5	38,4	9,9
KHB	20050725	25.07.2005	22	10	8	14	4	0	86	28,1	20,6	37,4	9,3
KHB	20050726	26.07.2005	27	11	11	16	4	0	87	20,7	20,7	30,2	9,5
KHB	20050727	27.07.2005	23	9	10	13	4	0	88	25,5	20,1	34,5	9,0
KHB	20050728	28.07.2005	21	10	11	10	4	0	89	25,8	19,0	34,1	8,3
KHB	20050729	29.07.2005	24	16	15	9	5	0	90	17,9	17,9	25,6	7,7
KHB	20050730	30.07.2005	20	9	12	8	4	0	91	20,3	17,3	27,7	7,4
KHB	20050731	31.07.2005	22	14	11	11	4	0	92	26,8	18,9	35,1	8,3
KHB	20050801	01.08.2005	16	7	6	10	6	0	93	28,2	22,0	38,5	10,3
KHB	20050802	02.08.2005	13	5	2	11	4	0	94	23,4	21,7	33,5	10,1
KHB	20050803	03.08.2005	28	9	12	16	6	0	95	24,5	23,3	35,8	11,3
KHB	20050804	04.08.2005	29	13	15	14	66	1	96	27,8	23,2	39,0	11,2
KHB	20050805	05.08.2005	24	11	14	10	6	0	97	26	16,0	32,7	6,7
KHB	20050806	06.08.2005	30	17	12	18	1	0	98	26,7	18,0	34,4	7,7
KHB	20050807	07.08.2005	28	14	16	12	1	0	99	27,2	12,4	32,2	5,0
KHB	20050808	08.08.2005	22	11	9	13	7	0	100	29,2	23,2	40,4	11,2
KHB	20050809	09.08.2005	28	20	14	14	66	1	101	31,2	20,2	40,3	9,1
KHB	20050810	10.08.2005	24	9	10	14	66	2	102	31,1	21,9	41,3	10,2
KHB	20050811	11.08.2005	29	17	10	19	66	3	103	31	23,9	42,7	11,7
KHB	20050812	12.08.2005	36	17	8	28	67	4	104	29,1	24,4	41,2	12,1
KHB	20050813	13.08.2005	35	15	17	18	67	5	105	30,5	25,3	43,3	12,8
KHB	20050814	14.08.2005	26	14	10	16	6	0	106	28,1	21,4	38,0	9,9
KHB	20050815	15.08.2005	28	12	11	17	1	0	107	26,3	14,1	32,0	5,7
KHB	20050816	16.08.2005	23	13	9	14	4	0	108	19,3	16,9	26,5	7,2
KHB	20050817	17.08.2005	17	11	11	6	4	0	109	19,8	13,9	25,5	5,7
KHB	20050818	18.08.2005	17	7	7	10	4	0	110	20,1	14,9	26,3	6,2
KHB	20050819	19.08.2005	21	15	7	14	1	0	111	23,7	15,7	30,2	6,5
KHB	20050820	20.08.2005	23	10	9	14	1	0	112	23,9	14,9	30,0	6,1
KHB	20050821	21.08.2005	23	10	11	12	1	0	113	26,2	11,5	30,9	4,7
KHB	20050822	22.08.2005	18	7	5	13	1	0	114	24,8	11,0	29,3	4,5
KHB	20050823	23.08.2005	22	11	10	12	1	0	115	27,2	12,0	32,1	4,9
KHB	20050824	24.08.2005	23	13	7	16	1	0	116	26,6	11,5	31,3	4,7
KHB	20050825	25.08.2005	20	8	11	9	1	0	117	27,6	13,9	33,2	5,6
KHB	20050826	26.08.2005	21	12	11	10	4	0	118	19,7	17,8	27,4	7,7
KHB	20050827	27.08.2005	25	14	8	17	4	0	119	17,6	17,6	25,2	7,6
KHB	20050828	28.08.2005	11	6	2	9	4	0	120	18,5	17,5	26,0	7,5
KHB	20050829	29.08.2005	25	14	13	12	4	0	121	22,9	20,6	32,3	9,4
KHB	20050830	30.08.2005	19	8	6	13	7	0	122	16,3	5,0	19,3	3,0
KHB	20050831	31.08.2005	19	8	8	11	2	0	123	17	5,0	20,0	3,0
KHB	20050901	01.09.2005	28	12	17	11	5	0	124	10,7	9,8	14,9	4,2
KHB	20050902	02.09.2005	18	7	5	13	5	0	125	14,9	7,4	18,4	3,5
KHB	20050903	03.09.2005	17	5	3	14	2	0	126	17,2	7,8	20,8	3,6
KHB	20050904	04.09.2005	24	12	7	17	1	0	127	20,2	12,4	25,3	5,1
KHB	20050905	05.09.2005	22	8	5	17	1	0	128	23,2	12,8	28,4	5,2
KHB	20050906	06.09.2005	27	17	10	17	6	0	129	23,8	12,4	28,8	5,0
KHB	20050907	07.09.2005	31	10	11	20	1	0	130	25,6	13,8	31,2	5,6
KHB	20050908	08.09.2005	30	15	10	20	1	0	131	25,2	12,4	30,2	5,0
KHB	20050909	09.09.2005	15	5	5	10	1	0	132	25,9	16,2	32,7	6,8
KHB	20050910	10.09.2005	21	12	11	10	6	0	133	24,3	18,7	32,5	8,2
KHB	20050911	11.09.2005	23	12	10	13	0	0	134	23,8	8,6	27,6	3,8
KHB	20050912	12.09.2005	19	8	7	12	0	0	135	12,9	12,9	18,2	5,3
KHB	20050913	13.09.2005	21	10	10	11	0	0	136	18,9	11,0	23,4	4,5
KHB	20050914	14.09.2005	24	14	9	15	1	0	137	22,9	12,5	28,0	5,1
KHB	20050915	15.09.2005	17	5	6	11	1	0	138	22,9	10,0	27,1	4,2
KHB	20050916	16.09.2005	25	10	8	17	6	0	139	24,3	13,5	29,8	5,5
KHB	20050917	17.09.2005	25	16	15	10	4	0	140	14,9	14,3	20,8	5,9
KHB	20050918	18.09.2005	20	6	4	16	1	0	141	21,4	6,9	24,8	3,4
KHB	20050919	19.09.2005	19	12	7	12	4	0	142	13,4	11,4	18,1	4,7
KHB	20050920	20.09.2005	24	15	9	15	4	0	143	14,8	11,6	19,6	4,8
KHB	20050921	21.09.2005	17	14	11	6	1	0	144	17,9	6,7	21,2	3,3
KHB	20050922	22.09.2005	18	10	9	9	4	0	145	16,1	8,8	20,0	3,9
KHB	20050923	23.09.2005	25	12	10	15	4	0	146	12,3	12,3	17,4	5,1
KHB	20050924	24.09.2005	19	8	6	13	4	0	147	19	10,8	23,5	4,5
KHB	20050925	25.09.2005	28	14	10	18	1	0	148	21,3	10,2	25,6	4,3
KHB	20050926	26.09.2005	26	10	9	17	1	0	149	21,6	9,5	25,6	4,0
KHB	20050927	27.09.2005	9	4	6	3	1	0	150	21,9	9,1	25,8	3,9
KHB	20050928	28.09.2005	20	10	8	12	6	0	151	22,4	9,9	26,6	4,2
KHB	20050929	29.09.2005	26	13	14	12	1	0	152	19,3	14,1	25,1	5,8
KHB	20050930	30.09.2005	16	7	5	11	4	0	153	11,7	9,6	15,8	4,1
KHB	20060501	01.05.2006	18	10	6	12	1	0	1	12,8	1,8	15,5	2,7
KHB	20060502	02.05.2006	13	9	6	7	1	0	2	13,5	0,8	16,1	2,6
KHB	20060503	03.05.2006	31	18	14	17	6	0	3	20,4	4,4	23,3	2,9
KHB	20060504	04.05.2006	31	19	23	8	0	0	4	14,5	6,1	17,7	3,2
KHB	20060505	05.05.2006	27	12	10	17	0	0	5	16,1	-3,4	18,9	2,8
KHB	20060506	06.05.2006	15	7	6	9	1	0	6	15,3	-1,7	18,0	2,7
KHB	20060507	07.05.2006	16	7	7	9	1	0	7	18,8	0,0	21,4	2,6
KHB	20060508	08.05.2006	30	20	13	17	1	0	8	19,1	3,3	21,9	2,8
KHB	20060509	09.05.2006	21	9	7	14	6	0	9	18,7	5,5	21,8	3,1
KHB	20060510	10.05.2006	22	11	11	11	5	0	10	9	9,0	13,0	4,0
KHB	20060511	11.05.2006	27	12	11	16	1	0	11	14,8	-3,0	17,6	2,8
KHB	20060512	12.05.2006	25	11	12	13	1	0	12	15,6	-2,4	18,3	2,7
KHB	20060513	13.05.2006	17	9	7	10	3	0	13	18,4	-2,5	21,1	2,7
KHB	20060514	14.05.2006	25	16	11	14	1	0	14	16,3	4,3	19,2	2,9
KHB	20060515	15.05.2006	26	15	18	8	1	0	15	15	-7,1	18,4	3,4
KHB	20060516	16.05.2006	21	10	8	13	3	1	16	28,2	6,3	31,4	3,2
KHB	20060517	17.05.2006	20	13	9	11	6	0	17	24,3	11,3	28,9	4,6
KHB	20060518	18.05.2006	17	6	9	8	6	0	18	21,7	9,6	25,8	4,1
KHB	20060519	19.05.2006	22	9	11	11	7	0	19	16,4	1,3	19,0	2,6
KHB	20060520	20.05.2006	20	13	7	13	1	0	20	16,6	2,9	19,4	2,8
KHB	20060521	21.05.2006	26	15	14	12	3	1	21	23,8	7,4	27,3	3,5
KHB	20060522	22.05.2006	22	10	12	10	1	0	22	19,4	10,9	23,9	4,5
KHB	20060523	23.05.2006	23	15	15	8	1	0	23	21,6	5,5	24,7	3,1
KHB	20060524	24.05.2006	23	14	8	15	1	0	24	18,6	2,8	21,3	2,7
KHB	20060525	25.05.2006	18	12	10	8	7	0	25	23,2	7,7	26,7	3,5
KHB	20060526	26.05.2006	29	18	10	19	1	0	26	22,3	2,9	25,0	2,7
KHB	20060527	27.05.2006	21	13	7	14	4	0	27	15,5	11,9	20,4	4,9
KHB	20060528	28.05.2006	22	15	12	10	1	0	28	22,8	8,5	26,5	3,7
KHB	20060529	29.05.2006	23	8	10	13	1	0	29	20,7	10,8	25,2	4,5
KHB	20060530	30.05.2006	31	17	14	17	1	0	30	19,1	10,6	23,5	4,4
KHB	20060531	31.05.2006	30	17	14	16	6	0	31	21,8	13,9	27,5	5,7
KHB	20060601	01.06.2006	19	9	9	10	4	0	32	13,6	10,0	17,8	4,2
KHB	20060602	02.06.2006	22	13	11	11	0	0	33			2,7	2,7
KHB	20060603	03.06.2006	24	12	12	12	1	0	34	24,2	12,2	29,2	5,0
KHB	20060604	04.06.2006	25	11	11	14	4	0	35	17,7	17,5	25,2	7,5
KHB	20060605	05.06.2006	24	13	9	15	4	0	36	22	16,5	28,9	6,9
KHB	20060606	06.06.2006	28	11	11	17	5	0	37	13	12,2	18,0	5,0
KHB	20060607	07.06.2006	26	20	17	9	4	0	38	18,9	13,5	24,4	5,5
KHB	20060608	08.06.2006	22	11	8	14	5	0	39	14,4	14,1	20,2	5,8
