City	Date	Date	Mo=W+M	65+	W	M	SSC	DIS offensife(1,2,3 etc) non-offensive(0)	TOS time of the season	T	Td	AT	T-AT
KHB	20100624	24.06.2010	26	10	6	20	6	0	55	27,5	17,3	34,8	7,3
KHB	20100625	25.06.2010	14	4	5	9	66	1	56	31,9	22,9	42,8	10,9
KHB	20100626	26.06.2010	37	18	20	17	3	2	57	34,2	21,5	44,1	9,9
KHB	20100627	27.06.2010	27	14	9	18	3	3	58	35,1	21,2	44,8	9,7
KHB	20100628	28.06.2010	21	11	11	10	66	4	59	31,5	23,4	42,8	11,3
KHB	20100629	29.06.2010	24	13	8	16	67	5	60	30,7	22,6	41,4	10,7
KHB	20100630	30.06.2010	35	19	15	20	66	6	61	29,9	21,1	39,6	9,7
KHB	20100701	01.07.2010	21	15	10	11	66	7	62	29,3	21,7	39,4	10,1
KHB	20100702	02.07.2010	26	15	12	14	66	8	63	29,3	21,9	39,5	10,2
KHB	20100703	03.07.2010	22	11	12	10	66	9	64	26,4	20,6	35,8	9,4
KHB	20100704	04.07.2010	23	10	10	13	5	0	65	19,3	14,5	25,3	6,0
KHB	20100705	05.07.2010	17	10	7	10	5	0	66	17,9	13,4	23,4	5,5
KHB	20100706	06.07.2010	26	17	11	15	5	0	67	18	13,7	23,6	5,6
KHB	20100707	07.07.2010	13	6	7	6	4	0	68	20,1	12,0	25,0	4,9
KHB	20100708	08.07.2010	16	11	12	4	5	0	69	18,8	14,3	24,7	5,9
KHB	20100709	09.07.2010	13	4	4	9	1	0	70	23,6	15,2	29,9	6,3
KHB	20100710	10.07.2010	28	16	12	16	1	0	71	25,7	14,9	31,8	6,1
KHB	20100711	11.07.2010	13	6	7	6	1	0	72	28,1	15,6	34,5	6,4
KHB	20100712	12.07.2010	22	12	9	13	6	0	73	26,5	19,0	34,8	8,3
KHB	20100713	13.07.2010	26	10	9	17	4	0	74	24,3	15,9	30,9	6,6
KHB	20100714	14.07.2010	22	16	9	13	1	0	75	25,7	16,8	32,8	7,1
KHB	20100715	15.07.2010	15	4	3	12	6	0	76	25,2	19,8	34,0	8,8
KHB	20100716	16.07.2010	26	12	8	18	3	0	77	28,8	20,6	38,1	9,3
KHB	20100717	17.07.2010	21	8	10	11	6	0	78	26,6	20,4	35,8	9,2
KHB	20100718	18.07.2010	26	12	12	14	6	0	79	27,9	21,6	37,9	10,0
KHB	20100719	19.07.2010	19	11	8	11	4	0	80	23,4	20,6	32,8	9,4
KHB	20100720	20.07.2010	19	7	5	14	4	0	81	24,2	20,1	33,2	9,0
KHB	20100721	21.07.2010	18	8	8	10	4	0	82	21,1	20,3	30,3	9,2
KHB	20100722	22.07.2010	17	8	6	11	4	0	83	23,8	17,8	31,4	7,6
KHB	20100723	23.07.2010	29	19	15	14	4	0	84	22,6	17,2	29,9	7,3
KHB	20100724	24.07.2010	19	12	8	11	4	0	85	23,1	15,9	29,7	6,6
KHB	20100725	25.07.2010	23	10	6	17	1	0	86	26,8	22,0	37,1	10,3
KHB	20100726	26.07.2010	24	10	9	15	3	1	87	27,6	21,6	37,6	10,0
KHB	20100727	27.07.2010	22	9	8	14	3	2	88	25,5	13,6	31,0	5,5
KHB	20100728	28.07.2010	14	6	7	7	4	0	89	22,1	18,7	30,3	8,2
KHB	20100729	29.07.2010	21	9	7	14	4	0	90	22,9	17,0	30,1	7,2
KHB	20100730	30.07.2010	22	13	12	10	4	0	91	23,8	19,6	32,5	8,7
KHB	20100731	31.07.2010	16	8	6	10	4	0	92	24,4	19,5	33,1	8,7
KHB	20100801	01.08.2010	27	11	10	17	4	0	93	22	16,9	29,2	7,2
KHB	20100802	02.08.2010	21	9	10	11	6	0	94	24,4	15,5	30,8	6,4
KHB	20100803	03.08.2010	20	9	12	8	1	0	95	25,1	16,2	31,9	6,8
KHB	20100804	04.08.2010	25	14	10	15	6	0	96	25,2	18,0	33,0	7,8
KHB	20100805	05.08.2010	19	11	10	9	4	0	97	21,4	21,4	31,3	9,9
KHB	20100806	06.08.2010	25	13	16	9	4	0	98	25,9	21,0	35,5	9,6
KHB	20100807	07.08.2010	28	14	12	16	1	0	99	25,2	15,2	31,5	6,3
KHB	20100808	08.08.2010	24	10	12	12	0	0	100			2,7	2,7
KHB	20100809	09.08.2010	19	9	9	10	4	0	101	25,7	18,9	34,0	8,3
KHB	20100810	10.08.2010	18	10	5	13	6	0	102	26,7	19,8	35,5	8,8
KHB	20100811	11.08.2010	17	10	7	10	4	0	103	26,8	18,6	34,9	8,1
KHB	20100812	12.08.2010	16	7	7	9	4	0	104	23,3	20,4	32,5	9,2
KHB	20100813	13.08.2010	14	8	7	7	5	0	105	19,1	13,3	24,5	5,4
KHB	20100814	14.08.2010	32	13	14	18	4	0	106	19,8	14,2	25,6	5,8
KHB	20100815	15.08.2010	14	10	9	5	5	0	107	18,1	17,3	25,5	7,4
KHB	20100816	16.08.2010	20	14	10	10	5	0	108	17	17,0	24,2	7,2
KHB	20100817	17.08.2010	16	7	12	4	1	0	109	24,8	14,1	30,6	5,8
KHB	20100818	18.08.2010	15	9	7	8	1	0	110	27,5	16,4	34,4	6,9
KHB	20100819	19.08.2010	21	13	9	12	3	0	111	27,8	19,3	36,3	8,5
KHB	20100820	20.08.2010	16	11	10	6	6	0	112	25,6	21,9	35,8	10,2
KHB	20100821	21.08.2010	17	7	8	9	6	0	113	26,6	18,0	34,3	7,7
KHB	20100822	22.08.2010	23	11	11	12	4	0	114	23,6	16,5	30,5	6,9
KHB	20100823	23.08.2010	19	4	7	12	4	0	115	20,5	18,6	28,6	8,1
KHB	20100824	24.08.2010	25	16	14	11	4	0	116	21,3	16,4	28,2	6,9
KHB	20100825	25.08.2010	23	10	6	17	1	0	117	25,2	16,2	32,0	6,8
KHB	20100826	26.08.2010	14	6	3	11	1	0	118	27,3	20,2	36,4	9,1
KHB	20100827	27.08.2010	22	9	8	14	3	1	119	28,2	19,7	37,0	8,8
KHB	20100828	28.08.2010	14	7	9	5	4	0	120	24,3	19,0	32,6	8,3
KHB	20100829	29.08.2010	31	13	8	23	4	0	121	25,8	22,2	36,2	10,4
KHB	20100830	30.08.2010	22	10	9	13	4	0	122	24,7	17,6	32,2	7,5
KHB	20100831	31.08.2010	11	7	5	6	4	0	123	22,7	13,4	28,2	5,5
KHB	20100901	01.09.2010	20	11	7	13	1	0	124	20,9	12,1	25,8	4,9
KHB	20100902	02.09.2010	10	7	6	4	1	0	125	23,9	15,0	30,1	6,2
KHB	20100903	03.09.2010	21	7	8	13	6	0	126	25,2	11,5	29,9	4,7
KHB	20100904	04.09.2010	29	11	14	15	6	0	127	24,6	16,3	31,4	6,8
KHB	20100905	05.09.2010	20	9	7	13	6	0	128	25,7	15,6	32,2	6,5
KHB	20100906	06.09.2010	32	13	12	20	66	1	129	26,2	18,6	34,3	8,1
KHB	20100907	07.09.2010	21	11	11	10	2	0	130	17,1	7,8	20,7	3,6
KHB	20100908	08.09.2010	16	7	6	10	1	0	131	21,2	6,5	24,5	3,3
KHB	20100909	09.09.2010	13	4	5	8	1	0	132	22,9	9,5	26,9	4,0
KHB	20100910	10.09.2010	11	7	6	5	3	0	133	23,6	6,3	26,8	3,2
KHB	20100911	11.09.2010	23	12	10	13	3	1	134	25,3	15,7	31,8	6,5
KHB	20100912	12.09.2010	18	10	4	14	6	0	135	27	16,7	34,0	7,0
KHB	20100913	13.09.2010	15	7	7	8	6	0	136	25,2	18,9	33,5	8,3
KHB	20100914	14.09.2010	24	12	12	12	6	0	137	24,7	17,2	32,0	7,3
KHB	20100915	15.09.2010	27	14	12	15	66	1	138	28,9	18,9	37,2	8,3
KHB	20100916	16.09.2010	20	9	9	11	3	2	139	20,7	7,9	24,3	3,6
KHB	20100917	17.09.2010	19	8	6	13	1	0	140	16,2	4,6	19,2	3,0
KHB	20100918	18.09.2010	14	8	5	9	1	0	141	16,7	5,5	19,8	3,1
KHB	20100919	19.09.2010	21	13	10	11	1	0	142	19,7	6,8	23,0	3,3
KHB	20100920	20.09.2010	18	12	8	10	4	0	143	13,5	13,5	19,1	5,6
KHB	20100921	21.09.2010	17	10	7	10	2	0	144	12,7	-7,4	16,2	3,5
KHB	20100922	22.09.2010	28	14	13	15	2	0	145	10,5	-4,9	13,5	3,0
KHB	20100923	23.09.2010	15	7	6	9	2	0	146	6,2	1,0	8,9	2,7
KHB	20100924	24.09.2010	27	13	17	10	2	0	147	10,5	-1,5	13,2	2,7
KHB	20100925	25.09.2010	24	12	11	13	2	0	148	13,2	-4,3	16,1	2,9
KHB	20100926	26.09.2010	27	16	14	13	2	0	149	13,2	-1,2	15,9	2,7
KHB	20100927	27.09.2010	25	16	10	15	5	0	150	10,2	5,2	13,3	3,1
KHB	20100928	28.09.2010	26	15	13	13	5	0	151	8	8,0	11,7	3,7
KHB	20100929	29.09.2010	27	11	10	17	1	0	152	14,5	0,2	17,1	2,6
KHB	20100930	30.09.2010	25	16	9	16	1	0	153	13,2	1,8	15,9	2,7
KHB	20110501	01.05.2011	17	10	7	10	2	0	1	9,5	-1,0	12,2	2,7
KHB	20110502	02.05.2011	15	8	9	6	1	0	2	11,6	-3,8	14,5	2,9
KHB	20110503	03.05.2011	20	8	6	14	2	0	3	10,2	-6,0	13,4	3,2
KHB	20110504	04.05.2011	24	13	11	13	1	0	4	15,5	-7,3	19,0	3,5
KHB	20110505	05.05.2011	26	9	8	18	3	0	5	20,1	-1,3	22,7	2,6
KHB	20110506	06.05.2011	23	12	11	12	1	0	6	16,3	4,1	19,2	2,9
KHB	20110507	07.05.2011	19	12	10	9	4	0	7	11	7,3	14,5	3,5
KHB	20110508	08.05.2011	20	7	9	11	2	0	8	11,1	-4,9	14,1	3,0
KHB	20110509	09.05.2011	18	10	8	10	2	0	9	10,4	-0,3	13,1	2,7
KHB	20110510	10.05.2011	29	13	9	20	2	0	10	12,4	-1,6	15,1	2,7
KHB	20110511	11.05.2011	23	14	12	11	1	0	11	15,8	-2,6	18,5	2,7
KHB	20110512	12.05.2011	25	15	9	16	7	0	12	17,8	-2,0	20,5	2,7
KHB	20110513	13.05.2011	17	6	8	9	4	0	13	8,3	4,4	11,3	3,0
KHB	20110514	14.05.2011	19	8	9	10	1	0	14	14,4	-2,7	17,1	2,7
KHB	20110515	15.05.2011	19	10	6	13	1	0	15	18,6	-5,4	21,7	3,1
KHB	20110516	16.05.2011	19	11	13	6	3	1	16	21,6	-3,7	24,4	2,8
KHB	20110517	17.05.2011	23	14	10	13	1	0	17	15,7	4,5	18,6	2,9
KHB	20110518	18.05.2011	25	14	8	17	1	0	18	18,5	5,7	21,6	3,1
KHB	20110519	19.05.2011	20	11	11	9	7	0	19	24,9	3,5	27,7	2,8
KHB	20110520	20.05.2011	26	12	16	10	1	0	20	18,9	0,6	21,5	2,6
KHB	20110521	21.05.2011	27	14	14	13	5	0	21	9,1	8,5	12,9	3,8
KHB	20110522	22.05.2011	14	7	7	7	1	0	22	15,7	1,3	18,4	2,7
KHB	20110523	23.05.2011	27	15	13	14	1	0	23	17,2	2,0	19,9	2,7
KHB	20110524	24.05.2011	13	8	7	6	1	0	24	21,1	7,0	24,5	3,4
KHB	20110525	25.05.2011	25	15	13	12	3	1	25	26	7,6	29,5	3,5
KHB	20110526	26.05.2011	21	17	11	10	3	2	26	26,8	7,7	30,3	3,5
KHB	20110527	27.05.2011	21	12	8	13	3	3	27	25,9	6,7	29,2	3,3
KHB	20110528	28.05.2011	29	15	12	17	3	4	28	25,5	7,6	29,0	3,5
KHB	20110529	29.05.2011	22	13	9	13	3	5	29	24,6	6,5	27,8	3,2
KHB	20110530	30.05.2011	15	7	9	6	1	0	30	20,3	9,5	24,3	4,0
KHB	20110531	31.05.2011	21	14	10	11	1	0	31	19,7	9,8	23,8	4,1
KHB	20110601	01.06.2011	29	18	14	15	1	0	32	18,4	5,4	21,5	3,1
KHB	20110602	02.06.2011	15	8	5	10	1	0	33	17,8	8,8	21,7	3,9
KHB	20110603	03.06.2011	19	14	9	10	1	0	34	20,2	7,8	23,8	3,6
KHB	20110604	04.06.2011	16	10	8	8	4	0	35	17,7	14,1	23,5	5,8
KHB	20110605	05.06.2011	28	13	11	17	1	0	36	23,3	10,1	27,5	4,2
KHB	20110606	06.06.2011	13	6	6	7	1	0	37	22,2	10,3	26,5	4,3
KHB	20110607	07.06.2011	18	11	5	13	4	0	38	21,4	14,0	27,1	5,7
KHB	20110608	08.06.2011	31	13	18	13	4	0	39	17,2	13,4	22,7	5,5
KHB	20110609	09.06.2011	23	16	6	17	5	0	40	15,4	15,0	21,6	6,2
KHB	20110610	10.06.2011	26	17	8	18	4	0	41	16,9	13,9	22,6	5,7
KHB	20110611	11.06.2011	19	15	11	8	5	0	42	14,8	11,1	19,4	4,6
KHB	20110612	12.06.2011	14	8	9	5	5	0	43	11,1	8,4	14,9	3,8
KHB	20110613	13.06.2011	15	9	6	9	5	0	44	16,6	11,4	21,3	4,7
KHB	20110614	14.06.2011	26	16	9	17	1	0	45	21,2	10,1	25,4	4,2
KHB	20110615	15.06.2011	20	11	9	11	1	0	46	24,5	12,1	29,4	4,9
KHB	20110616	16.06.2011	18	9	13	5	6	0	47	26,7	16,7	33,7	7,0
KHB	20110617	17.06.2011	18	9	7	11	6	0	48	25,2	19,6	33,9	8,7
KHB	20110618	18.06.2011	17	10	8	9	1	0	49	22,3	9,6	26,4	4,1
KHB	20110619	19.06.2011	17	10	10	7	4	0	50	18	17,4	25,5	7,5
KHB	20110620	20.06.2011	18	12	9	9	5	0	51	16,2	15,7	22,8	6,6
KHB	20110621	21.06.2011	26	15	9	17	4	0	52	19,4	18,9	27,7	8,3
KHB	20110622	22.06.2011	25	13	12	13	5	0	53	14,5	10,3	18,8	4,3
KHB	20110623	23.06.2011	18	9	9	9	2	0	54	19,4	7,0	22,8	3,4
KHB	20110624	24.06.2011	15	4	6	9	5	0	55	12,7	7,6	16,3	3,6
KHB	20110625	25.06.2011	22	9	9	13	1	0	56	21,1	12,0	26,0	4,9
KHB	20110626	26.06.2011	26	13	13	13	1	0	57	25,2	11,6	29,9	4,7
KHB	20110627	27.06.2011	17	6	7	10	7	0	58	25,9	14,1	31,6	5,7
KHB	20110628	28.06.2011	16	7	5	11	4	0	59	20,3	17,5	27,8	7,5
KHB	20110629	29.06.2011	21	12	10	11	4	0	60	22,8	19,1	31,2	8,4
KHB	20110630	30.06.2011	24	12	11	13	6	0	61	28,5	20,0	37,4	8,9
KHB	20110701	01.07.2011	29	20	13	16	3	0	62	30,3	22,1	40,7	10,4
KHB	20110702	02.07.2011	30	14	14	16	66	1	63	28,4	20,9	37,9	9,5
KHB	20110703	03.07.2011	22	11	12	10	4	0	64	23,3	19,0	31,7	8,4
KHB	20110704	04.07.2011	15	9	6	9	4	0	65	19,2	19,2	27,7	8,5
KHB	20110705	05.07.2011	20	6	6	14	4	0	66	21,7	13,7	27,3	5,6
KHB	20110706	06.07.2011	15	7	8	7	1	0	67	25,7	17,3	33,1	7,4
KHB	20110707	07.07.2011	18	8	11	7	1	0	68	26,2	16,3	33,0	6,8
KHB	20110708	08.07.2011	21	10	14	7	4	0	69	26	18,8	34,2	8,2
KHB	20110709	09.07.2011	25	14	10	15	4	0	70	25,4	17,3	32,8	7,4
KHB	20110710	10.07.2011	19	8	10	9	4	0	71	19,6	19,6	28,3	8,7
KHB	20110711	11.07.2011	20	11	12	8	4	0	72	26,1	19,1	34,5	8,4
KHB	20110712	12.07.2011	18	12	6	12	4	0	73	21,3	21,3	31,2	9,9
KHB	20110713	13.07.2011	21	15	6	15	4	0	74	25,9	18,0	33,6	7,7
KHB	20110714	14.07.2011	20	12	9	11	6	0	75	26,6	18,1	34,4	7,8
KHB	20110715	15.07.2011	16	12	9	7	3	0	76	28,9	16,1	35,6	6,7
KHB	20110716	16.07.2011	19	7	7	12	6	0	77	29	18,4	37,0	8,0
KHB	20110717	17.07.2011	29	15	12	17	3	1	78	29,6	16,5	36,5	6,9
KHB	20110718	18.07.2011	20	5	4	16	3	2	79	31	17,2	38,3	7,3
KHB	20110719	19.07.2011	26	13	9	17	66	3	80	31,3	16,4	38,1	6,8
KHB	20110720	20.07.2011	35	17	18	17	3	4	81	31,7	18,3	39,6	7,9
KHB	20110721	21.07.2011	30	17	15	15	3	5	82	28,6	21,6	38,6	10,0
KHB	20110722	22.07.2011	24	9	7	17	66	6	83	25,6	20,1	34,6	9,0
KHB	20110723	23.07.2011	27	15	11	16	3	7	84	30,1	19,6	38,8	8,7
KHB	20110724	24.07.2011	32	20	13	19	3	8	85	31,1	20,0	40,0	8,9
KHB	20110725	25.07.2011	29	13	10	19	3	9	86	31,6	19,5	40,2	8,6
KHB	20110726	26.07.2011	26	18	17	9	3	10	87	31,3	21,9	41,5	10,2
KHB	20110727	27.07.2011	25	10	9	16	66	11	88	29,1	22,6	39,8	10,7
KHB	20110728	28.07.2011	28	15	14	14	3	12	89	29,2	22,5	39,8	10,6
KHB	20110729	29.07.2011	17	9	11	6	3	13	90	30,6	22,7	41,4	10,8
KHB	20110730	30.07.2011	36	22	20	16	3	14	91	26,2	21,1	35,9	9,7
KHB	20110731	31.07.2011	26	15	9	17	4	0	92	23,1	21,6	33,1	10,0
KHB	20110801	01.08.2011	27	14	11	16	6	0	93	26,8	19,5	35,4	8,6
KHB	20110802	02.08.2011	22	11	10	12	4	0	94	25,8	21,0	35,4	9,6
KHB	20110803	03.08.2011	23	11	9	14	6	0	95	28,7	20,7	38,1	9,4
KHB	20110804	04.08.2011	17	10	7	10	4	0	96	21,2	20,1	30,3	9,1
KHB	20110805	05.08.2011	24	17	9	15	4	0	97	22,6	21,7	32,7	10,1
KHB	20110806	06.08.2011	23	15	15	8	6	0	98	28,9	21,3	38,7	9,8
KHB	20110807	07.08.2011	18	10	8	10	66	1	99	30,8	21,8	40,9	10,1
KHB	20110808	08.08.2011	23	10	7	16	3	0	100	30,2	23,2	41,3	11,1
KHB	20110809	09.08.2011	34	16	13	21	66	1	101	25,2	24,6	37,5	12,3
KHB	20110810	10.08.2011	25	11	13	12	4	0	102	23,3	23,0	34,3	11,0
KHB	20110811	11.08.2011	17	7	8	9	4	0	103	20,2	18,8	28,5	8,3
KHB	20110812	12.08.2011	24	13	8	16	4	0	104	22,7	16,0	29,4	6,7
KHB	20110813	13.08.2011	17	10	9	8	5	0	105	15,3	14,3	21,2	5,9
KHB	20110814	14.08.2011	19	13	8	11	4	0	106	22,3	12,9	27,5	5,2
KHB	20110815	15.08.2011	13	4	7	6	4	0	107	24,3	14,3	30,1	5,8
KHB	20110816	16.08.2011	21	12	11	10	4	0	108	22	12,1	26,9	4,9
KHB	20110817	17.08.2011	24	12	13	11	1	0	109	22	11,2	26,6	4,6
KHB	20110818	18.08.2011	22	16	13	9	1	0	110	24	11,9	28,8	4,8
KHB	20110819	19.08.2011	19	9	7	12	4	0	111	23,1	17,1	30,4	7,3
KHB	20110820	20.08.2011	23	10	9	14	4	0	112	22,6	16,8	29,7	7,1
KHB	20110821	21.08.2011	18	11	11	7	4	0	113	21,2	16,7	28,3	7,1
KHB	20110822	22.08.2011	23	9	11	12	1	0	114	22,6	13,3	28,0	5,4
KHB	20110823	23.08.2011	26	15	12	14	1	0	115	23,3	17,1	30,6	7,3
KHB	20110824	24.08.2011	20	13	9	11	4	0	116	22,3	16,4	29,2	6,9
KHB	20110825	25.08.2011	18	9	11	7	1	0	117	25,2	16,9	32,3	7,1
KHB	20110826	26.08.2011	24	12	11	13	1	0	118	26,7	19,6	35,4	8,7
KHB	20110827	27.08.2011	14	7	6	8	6	0	119	28,2	17,6	35,7	7,5
KHB	20110828	28.08.2011	19	9	8	11	66	1	120	28,4	19,2	36,8	8,4
KHB	20110829	29.08.2011	26	14	13	13	6	2	121	26,4	20,0	35,4	9,0
KHB	20110830	30.08.2011	21	17	12	9	66	3	122	26,9	21,5	36,9	10,0
KHB	20110831	31.08.2011	28	20	13	15	4	0	123	23,5	20,3	32,7	9,2
KHB	20110901	01.09.2011	18	12	9	9	7	0	124	17,6	9,1	21,5	3,9
KHB	20110902	02.09.2011	20	11	9	11	1	0	125	21,8	6,4	25,0	3,2
KHB	20110903	03.09.2011	17	9	6	11	1	0	126	19,9	11,5	24,6	4,7
KHB	20110904	04.09.2011	17	8	8	9	4	0	127	19,3	13,3	24,7	5,4
KHB	20110905	05.09.2011	16	6	7	9	5	0	128	14,8	14,6	20,8	6,0
KHB	20110906	06.09.2011	28	13	12	16	5	0	129	15,3	15,1	21,6	6,3
KHB	20110907	07.09.2011	30	21	22	8	5	0	130	14	14,0	19,8	5,8
KHB	20110908	08.09.2011	17	10	8	9	4	0	131	17,9	15,0	24,1	6,2
KHB	20110909	09.09.2011	20	8	8	12	1	0	132	19,1	8,2	22,8	3,7
KHB	20110910	10.09.2011	16	6	7	9	1	0	133	16,9	4,4	19,8	2,9
KHB	20110911	11.09.2011	20	9	12	8	1	0	134	21,2	7,5	24,7	3,5
KHB	20110912	12.09.2011	20	8	8	12	1	0	135	22,2	11,9	27,1	4,9
KHB	20110913	13.09.2011	26	17	9	17	1	0	136	23,4	12,8	28,6	5,2
KHB	20110914	14.09.2011	28	15	13	15	4	0	137	22,8	17,8	30,5	7,7
KHB	20110915	15.09.2011	19	6	7	12	5	0	138	9,1	8,4	12,9	3,8
KHB	20110916	16.09.2011	27	13	13	14	2	0	139	14,1	2,2	16,8	2,7
KHB	20110917	17.09.2011	15	6	7	8	2	0	140	12,7	1,2	15,4	2,7
KHB	20110918	18.09.2011	26	15	16	10	2	0	141	14,1	1,3	16,8	2,7
KHB	20110919	19.09.2011	20	10	8	12	1	0	142	17,3	3,8	20,1	2,8
KHB	20110920	20.09.2011	17	9	7	10	2	0	143	14,1	-1,1	16,8	2,7
KHB	20110921	21.09.2011	23	13	14	9	1	0	144	17,7	3,6	20,5	2,8
KHB	20110922	22.09.2011	20	8	6	14	5	0	145	10,6	9,8	14,8	4,2
KHB	20110923	23.09.2011	26	11	8	18	5	0	146	13,2	7,0	16,6	3,4
KHB	20110924	24.09.2011	24	13	11	13	1	0	147	20,7	5,7	23,8	3,1
KHB	20110925	25.09.2011	24	14	14	10	1	0	148	20,8	10,1	25,0	4,2
KHB	20110926	26.09.2011	15	8	7	8	1	0	149	16,7	3,1	19,5	2,8
KHB	20110927	27.09.2011	21	14	14	7	2	0	150	10,5	5,6	13,7	3,2
KHB	20110928	28.09.2011	20	14	11	9	5	0	151	6,3	5,7	9,5	3,2
KHB	20110929	29.09.2011	21	15	10	11	5	0	152	4,5	3,9	7,4	2,9
KHB	20110930	30.09.2011	16	9	9	7	2	0	153	6,3	-4,5	9,3	3,0
KHB	20120501	01.05.2012	18	8	9	9	1	0	1	14,8	1,4	17,5	2,7
KHB	20120502	02.05.2012	16	7	7	9	1	0	2	17,2	0,1	19,8	2,6
KHB	20120503	03.05.2012	27	11	9	18	6	0	3	17,4	9,8	21,6	4,2
KHB	20120504	04.05.2012	21	14	11	10	6	0	4	20,8	7,4	24,3	3,5
KHB	20120505	05.05.2012	27	12	10	17	4	0	5	8,1	7,3	11,6	3,5
KHB	20120506	06.05.2012	24	13	13	11	5	0	6	7	6,0	10,3	3,3
KHB	20120507	07.05.2012	26	11	13	13	5	0	7	10,6	6,6	14,0	3,4
KHB	20120508	08.05.2012	21	11	9	12	4	0	8	13,1	8,7	17,0	3,9
KHB	20120509	09.05.2012	14	9	6	8	6	0	9	14,4	6,0	17,6	3,2
KHB	20120510	10.05.2012	25	13	11	14	1	0	10	16,4	2,1	19,1	2,7
KHB	20120511	11.05.2012	20	9	11	9	1	0	11	16,9	-2,5	19,6	2,7
KHB	20120512	12.05.2012	29	19	19	10	3	1	12	20,6	-5,2	23,6	3,0
KHB	20120513	13.05.2012	15	7	6	9	3	2	13	23,4	-5,6	26,5	3,1
KHB	20120514	14.05.2012	25	15	12	13	3	3	14	22,3	5,4	25,4	3,1
KHB	20120515	15.05.2012	10	4	4	6	4	0	15	16,1	11,8	21,0	4,9
KHB	20120516	16.05.2012	24	14	13	11	6	0	16	16,8	9,4	20,8	4,0
KHB	20120517	17.05.2012	17	11	10	7	1	0	17	21,6	7,8	25,2	3,6
KHB	20120518	18.05.2012	21	9	10	11	6	0	18	21,8	10,7	26,2	4,4
KHB	20120519	19.05.2012	24	10	12	12	3	1	19	26,5	9,3	30,4	3,9
KHB	20120520	20.05.2012	25	13	12	13	3	2	20	24,5	12,6	29,6	5,1
KHB	20120521	21.05.2012	22	12	12	10	3	3	21	24,6	4,8	27,5	2,9
KHB	20120522	22.05.2012	16	10	9	7	3	4	22	30,3	8,5	34,0	3,7
KHB	20120523	23.05.2012	20	9	5	15	3	5	23	23,8	11,8	28,6	4,8
KHB	20120524	24.05.2012	17	9	4	13	1	0	24	17,2	8,9	21,1	3,9
KHB	20120525	25.05.2012	24	15	11	13	1	0	25	19,1	3,7	21,9	2,8
KHB	20120526	26.05.2012	26	14	10	16	1	0	26	17,4	7,3	20,9	3,5
KHB	20120527	27.05.2012	20	9	9	11	1	0	27	19	8,2	22,7	3,7
KHB	20120528	28.05.2012	17	7	6	11	1	0	28	20,7	7,5	24,2	3,5
KHB	20120529	29.05.2012	20	15	7	13	1	0	29	24,6	7,6	28,1	3,5
KHB	20120530	30.05.2012	22	12	9	13	3	1	30	26,4	8,4	30,1	3,7
KHB	20120531	31.05.2012	21	13	10	11	3	2	31	27,7	9,1	31,6	3,9
KHB	20120601	01.06.2012	24	15	13	11	3	3	32	28,1	10,1	32,3	4,2
KHB	20120602	02.06.2012	17	12	6	11	3	4	33	28,3	10,5	32,6	4,3
KHB	20120603	03.06.2012	33	22	15	18	3	5	34	26,1	13,1	31,4	5,3
KHB	20120604	04.06.2012	23	15	13	10	3	6	35	25,1	13,3	30,5	5,4
KHB	20120605	05.06.2012	20	11	8	12	4	0	36	21,5	15,0	27,7	6,2
KHB	20120606	06.06.2012	20	11	9	11	4	0	37	23,5	14,4	29,4	5,9
KHB	20120607	07.06.2012	21	12	11	10	1	0	38	23,5	12,1	28,4	4,9
KHB	20120608	08.06.2012	27	9	8	19	4	0	39	15,8	15,2	22,1	6,3
KHB	20120609	09.06.2012	26	15	11	15	4	0	40	16,6	14,7	22,7	6,1
KHB	20120610	10.06.2012	13	6	5	8	4	0	41	21,2	15,4	27,6	6,4
KHB	20120611	11.06.2012	27	14	14	13	4	0	42	15,7	13,4	21,2	5,5
KHB	20120612	12.06.2012	16	10	9	7	4	0	43	18,9	12,2	23,9	5,0
KHB	20120613	13.06.2012	19	13	4	15	1	0	44	22	10,9	26,5	4,5
KHB	20120614	14.06.2012	24	10	6	18	1	0	45	22,5	12,2	27,5	5,0
KHB	20120615	15.06.2012	17	10	8	9	6	0	46	22,7	15,6	29,2	6,5
KHB	20120616	16.06.2012	19	10	8	11	6	0	47	23,3	16,8	30,4	7,1
KHB	20120617	17.06.2012	21	14	8	13	6	0	48	23,2	16,0	29,9	6,7
KHB	20120618	18.06.2012	27	15	11	16	6	0	49	26,2	17,6	33,7	7,5
KHB	20120619	19.06.2012	21	5	7	14	6	0	50	27,1	16,4	34,0	6,9
KHB	20120620	20.06.2012	19	14	8	11	6	0	51	27,7	14,8	33,8	6,1
KHB	20120621	21.06.2012	27	14	9	18	6	0	52	27,4	16,6	34,4	7,0
KHB	20120622	22.06.2012	18	8	4	14	6	0	53	27,4	16,2	34,2	6,8
KHB	20120623	23.06.2012	19	11	10	9	6	0	54	28	17,2	35,3	7,3
KHB	20120624	24.06.2012	19	5	7	12	6	0	55	29,4	17,2	36,7	7,3
KHB	20120625	25.06.2012	24	10	14	10	6	0	56	28,1	20,6	37,4	9,3
KHB	20120626	26.06.2012	19	8	9	10	3	1	57	31	14,1	36,7	5,7
KHB	20120627	27.06.2012	23	8	11	12	3	2	58	31,3	14,2	37,1	5,8
