City	Date	SSC	Date	Mo=W+M	65+	W	M	DIS offensife(1,2,3 etc) non-offensive(0)	day of the season	T	Td	AT	T-AT
KHB	20100620	6	20.06.2010	18	8	8	10	0	51	25,1	18,0	32,9	7,8
KHB	20100621	4	21.06.2010	14	8	7	7	0	52	18,6	14,5	24,6	6,0
KHB	20100622	4	22.06.2010	18	12	9	9	0	53	19,8	13,1	25,1	5,3
KHB	20100623	6	23.06.2010	21	14	6	15	0	54	24,2	16,8	31,3	7,1
KHB	20100624	6	24.06.2010	26	10	6	20	0	55	27,5	17,3	34,8	7,3
KHB	20100625	66	25.06.2010	14	4	5	9	1	56	31,9	22,9	42,8	10,9
KHB	20100626	3	26.06.2010	37	18	20	17	2	57	34,2	21,5	44,1	9,9
KHB	20100627	3	27.06.2010	27	14	9	18	3	58	35,1	21,2	44,8	9,7
KHB	20100628	66	28.06.2010	21	11	11	10	4	59	31,5	23,4	42,8	11,3
KHB	20100629	67	29.06.2010	24	13	8	16	5	60	30,7	22,6	41,4	10,7
KHB	20100630	66	30.06.2010	35	19	15	20	6	61	29,9	21,1	39,6	9,7
KHB	20100701	66	01.07.2010	21	15	10	11	7	62	29,3	21,7	39,4	10,1
KHB	20100702	66	02.07.2010	26	15	12	14	8	63	29,3	21,9	39,5	10,2
KHB	20100703	66	03.07.2010	22	11	12	10	9	64	26,4	20,6	35,8	9,4
KHB	20100704	5	04.07.2010	23	10	10	13	0	65	19,3	14,5	25,3	6,0
KHB	20100705	5	05.07.2010	17	10	7	10	0	66	17,9	13,4	23,4	5,5
KHB	20100706	5	06.07.2010	26	17	11	15	0	67	18	13,7	23,6	5,6
KHB	20100707	4	07.07.2010	13	6	7	6	0	68	20,1	12,0	25,0	4,9
KHB	20100708	5	08.07.2010	16	11	12	4	0	69	18,8	14,3	24,7	5,9
KHB	20100709	1	09.07.2010	13	4	4	9	0	70	23,6	15,2	29,9	6,3
KHB	20100710	1	10.07.2010	28	16	12	16	0	71	25,7	14,9	31,8	6,1
KHB	20100711	1	11.07.2010	13	6	7	6	0	72	28,1	15,6	34,5	6,4
KHB	20100712	6	12.07.2010	22	12	9	13	0	73	26,5	19,0	34,8	8,3
KHB	20100713	4	13.07.2010	26	10	9	17	0	74	24,3	15,9	30,9	6,6
KHB	20100714	1	14.07.2010	22	16	9	13	0	75	25,7	16,8	32,8	7,1
KHB	20100715	6	15.07.2010	15	4	3	12	0	76	25,2	19,8	34,0	8,8
KHB	20100716	3	16.07.2010	26	12	8	18	0	77	28,8	20,6	38,1	9,3
KHB	20100717	6	17.07.2010	21	8	10	11	0	78	26,6	20,4	35,8	9,2
KHB	20100718	6	18.07.2010	26	12	12	14	0	79	27,9	21,6	37,9	10,0
KHB	20100719	4	19.07.2010	19	11	8	11	0	80	23,4	20,6	32,8	9,4
KHB	20100720	4	20.07.2010	19	7	5	14	0	81	24,2	20,1	33,2	9,0
KHB	20100721	4	21.07.2010	18	8	8	10	0	82	21,1	20,3	30,3	9,2
KHB	20100722	4	22.07.2010	17	8	6	11	0	83	23,8	17,8	31,4	7,6
KHB	20100723	4	23.07.2010	29	19	15	14	0	84	22,6	17,2	29,9	7,3
KHB	20100724	4	24.07.2010	19	12	8	11	0	85	23,1	15,9	29,7	6,6
KHB	20100725	1	25.07.2010	23	10	6	17	0	86	26,8	22,0	37,1	10,3
KHB	20100726	3	26.07.2010	24	10	9	15	1	87	27,6	21,6	37,6	10,0
KHB	20100727	3	27.07.2010	22	9	8	14	2	88	25,5	13,6	31,0	5,5
KHB	20100728	4	28.07.2010	14	6	7	7	0	89	22,1	18,7	30,3	8,2
KHB	20100729	4	29.07.2010	21	9	7	14	0	90	22,9	17,0	30,1	7,2
KHB	20100730	4	30.07.2010	22	13	12	10	0	91	23,8	19,6	32,5	8,7
KHB	20100731	4	31.07.2010	16	8	6	10	0	92	24,4	19,5	33,1	8,7
KHB	20100801	4	01.08.2010	27	11	10	17	0	93	22	16,9	29,2	7,2
KHB	20100802	6	02.08.2010	21	9	10	11	0	94	24,4	15,5	30,8	6,4
KHB	20100803	1	03.08.2010	20	9	12	8	0	95	25,1	16,2	31,9	6,8
KHB	20100804	6	04.08.2010	25	14	10	15	0	96	25,2	18,0	33,0	7,8
KHB	20100805	4	05.08.2010	19	11	10	9	0	97	21,4	21,4	31,3	9,9
KHB	20100806	4	06.08.2010	25	13	16	9	0	98	25,9	21,0	35,5	9,6
KHB	20100807	1	07.08.2010	28	14	12	16	0	99	25,2	15,2	31,5	6,3
KHB	20100808	0	08.08.2010	24	10	12	12	0	100			2,7	2,7
KHB	20100809	4	09.08.2010	19	9	9	10	0	101	25,7	18,9	34,0	8,3
KHB	20100810	6	10.08.2010	18	10	5	13	0	102	26,7	19,8	35,5	8,8
KHB	20100811	4	11.08.2010	17	10	7	10	0	103	26,8	18,6	34,9	8,1
KHB	20100812	4	12.08.2010	16	7	7	9	0	104	23,3	20,4	32,5	9,2
KHB	20100813	5	13.08.2010	14	8	7	7	0	105	19,1	13,3	24,5	5,4
KHB	20100814	4	14.08.2010	32	13	14	18	0	106	19,8	14,2	25,6	5,8
KHB	20100815	5	15.08.2010	14	10	9	5	0	107	18,1	17,3	25,5	7,4
KHB	20100816	5	16.08.2010	20	14	10	10	0	108	17	17,0	24,2	7,2
KHB	20100817	1	17.08.2010	16	7	12	4	0	109	24,8	14,1	30,6	5,8
KHB	20100818	1	18.08.2010	15	9	7	8	0	110	27,5	16,4	34,4	6,9
KHB	20100819	3	19.08.2010	21	13	9	12	0	111	27,8	19,3	36,3	8,5
KHB	20100820	6	20.08.2010	16	11	10	6	0	112	25,6	21,9	35,8	10,2
KHB	20100821	6	21.08.2010	17	7	8	9	0	113	26,6	18,0	34,3	7,7
KHB	20100822	4	22.08.2010	23	11	11	12	0	114	23,6	16,5	30,5	6,9
KHB	20100823	4	23.08.2010	19	4	7	12	0	115	20,5	18,6	28,6	8,1
KHB	20100824	4	24.08.2010	25	16	14	11	0	116	21,3	16,4	28,2	6,9
KHB	20100825	1	25.08.2010	23	10	6	17	0	117	25,2	16,2	32,0	6,8
KHB	20100826	1	26.08.2010	14	6	3	11	0	118	27,3	20,2	36,4	9,1
KHB	20100827	3	27.08.2010	22	9	8	14	1	119	28,2	19,7	37,0	8,8
KHB	20100828	4	28.08.2010	14	7	9	5	0	120	24,3	19,0	32,6	8,3
KHB	20100829	4	29.08.2010	31	13	8	23	0	121	25,8	22,2	36,2	10,4
KHB	20100830	4	30.08.2010	22	10	9	13	0	122	24,7	17,6	32,2	7,5
KHB	20100831	4	31.08.2010	11	7	5	6	0	123	22,7	13,4	28,2	5,5
KHB	20110601	1	01.06.2011	29	18	14	15	0	32	18,4	5,4	21,5	3,1
KHB	20110602	1	02.06.2011	15	8	5	10	0	33	17,8	8,8	21,7	3,9
KHB	20110603	1	03.06.2011	19	14	9	10	0	34	20,2	7,8	23,8	3,6
KHB	20110604	4	04.06.2011	16	10	8	8	0	35	17,7	14,1	23,5	5,8
KHB	20110605	1	05.06.2011	28	13	11	17	0	36	23,3	10,1	27,5	4,2
KHB	20110606	1	06.06.2011	13	6	6	7	0	37	22,2	10,3	26,5	4,3
KHB	20110607	4	07.06.2011	18	11	5	13	0	38	21,4	14,0	27,1	5,7
KHB	20110608	4	08.06.2011	31	13	18	13	0	39	17,2	13,4	22,7	5,5
KHB	20110609	5	09.06.2011	23	16	6	17	0	40	15,4	15,0	21,6	6,2
KHB	20110610	4	10.06.2011	26	17	8	18	0	41	16,9	13,9	22,6	5,7
KHB	20110611	5	11.06.2011	19	15	11	8	0	42	14,8	11,1	19,4	4,6
KHB	20110612	5	12.06.2011	14	8	9	5	0	43	11,1	8,4	14,9	3,8
KHB	20110613	5	13.06.2011	15	9	6	9	0	44	16,6	11,4	21,3	4,7
KHB	20110614	1	14.06.2011	26	16	9	17	0	45	21,2	10,1	25,4	4,2
KHB	20110615	1	15.06.2011	20	11	9	11	0	46	24,5	12,1	29,4	4,9
KHB	20110616	6	16.06.2011	18	9	13	5	0	47	26,7	16,7	33,7	7,0
KHB	20110617	6	17.06.2011	18	9	7	11	0	48	25,2	19,6	33,9	8,7
KHB	20110618	1	18.06.2011	17	10	8	9	0	49	22,3	9,6	26,4	4,1
KHB	20110619	4	19.06.2011	17	10	10	7	0	50	18	17,4	25,5	7,5
KHB	20110620	5	20.06.2011	18	12	9	9	0	51	16,2	15,7	22,8	6,6
KHB	20110621	4	21.06.2011	26	15	9	17	0	52	19,4	18,9	27,7	8,3
KHB	20110622	5	22.06.2011	25	13	12	13	0	53	14,5	10,3	18,8	4,3
KHB	20110623	2	23.06.2011	18	9	9	9	0	54	19,4	7,0	22,8	3,4
KHB	20110624	5	24.06.2011	15	4	6	9	0	55	12,7	7,6	16,3	3,6
KHB	20110625	1	25.06.2011	22	9	9	13	0	56	21,1	12,0	26,0	4,9
KHB	20110626	1	26.06.2011	26	13	13	13	0	57	25,2	11,6	29,9	4,7
KHB	20110627	7	27.06.2011	17	6	7	10	0	58	25,9	14,1	31,6	5,7
KHB	20110628	4	28.06.2011	16	7	5	11	0	59	20,3	17,5	27,8	7,5
KHB	20110629	4	29.06.2011	21	12	10	11	0	60	22,8	19,1	31,2	8,4
KHB	20110630	6	30.06.2011	24	12	11	13	0	61	28,5	20,0	37,4	8,9
KHB	20110701	3	01.07.2011	29	20	13	16	0	62	30,3	22,1	40,7	10,4
KHB	20110702	66	02.07.2011	30	14	14	16	1	63	28,4	20,9	37,9	9,5
KHB	20110703	4	03.07.2011	22	11	12	10	0	64	23,3	19,0	31,7	8,4
KHB	20110704	4	04.07.2011	15	9	6	9	0	65	19,2	19,2	27,7	8,5
KHB	20110705	4	05.07.2011	20	6	6	14	0	66	21,7	13,7	27,3	5,6
KHB	20110706	1	06.07.2011	15	7	8	7	0	67	25,7	17,3	33,1	7,4
KHB	20110707	1	07.07.2011	18	8	11	7	0	68	26,2	16,3	33,0	6,8
KHB	20110708	4	08.07.2011	21	10	14	7	0	69	26	18,8	34,2	8,2
KHB	20110709	4	09.07.2011	25	14	10	15	0	70	25,4	17,3	32,8	7,4
KHB	20110710	4	10.07.2011	19	8	10	9	0	71	19,6	19,6	28,3	8,7
KHB	20110711	4	11.07.2011	20	11	12	8	0	72	26,1	19,1	34,5	8,4
KHB	20110712	4	12.07.2011	18	12	6	12	0	73	21,3	21,3	31,2	9,9
KHB	20110713	4	13.07.2011	21	15	6	15	0	74	25,9	18,0	33,6	7,7
KHB	20110714	6	14.07.2011	20	12	9	11	0	75	26,6	18,1	34,4	7,8
KHB	20110715	3	15.07.2011	16	12	9	7	0	76	28,9	16,1	35,6	6,7
KHB	20110716	6	16.07.2011	19	7	7	12	0	77	29	18,4	37,0	8,0
KHB	20110717	3	17.07.2011	29	15	12	17	1	78	29,6	16,5	36,5	6,9
KHB	20110718	3	18.07.2011	20	5	4	16	2	79	31	17,2	38,3	7,3
KHB	20110719	66	19.07.2011	26	13	9	17	3	80	31,3	16,4	38,1	6,8
KHB	20110720	3	20.07.2011	35	17	18	17	4	81	31,7	18,3	39,6	7,9
KHB	20110721	3	21.07.2011	30	17	15	15	5	82	28,6	21,6	38,6	10,0
KHB	20110722	66	22.07.2011	24	9	7	17	6	83	25,6	20,1	34,6	9,0
KHB	20110723	3	23.07.2011	27	15	11	16	7	84	30,1	19,6	38,8	8,7
KHB	20110724	3	24.07.2011	32	20	13	19	8	85	31,1	20,0	40,0	8,9
KHB	20110725	3	25.07.2011	29	13	10	19	9	86	31,6	19,5	40,2	8,6
KHB	20110726	3	26.07.2011	26	18	17	9	10	87	31,3	21,9	41,5	10,2
KHB	20110727	66	27.07.2011	25	10	9	16	11	88	29,1	22,6	39,8	10,7
KHB	20110728	3	28.07.2011	28	15	14	14	12	89	29,2	22,5	39,8	10,6
KHB	20110729	3	29.07.2011	17	9	11	6	13	90	30,6	22,7	41,4	10,8
KHB	20110730	3	30.07.2011	36	22	20	16	14	91	26,2	21,1	35,9	9,7
KHB	20110731	4	31.07.2011	26	15	9	17	0	92	23,1	21,6	33,1	10,0
KHB	20110801	6	01.08.2011	27	14	11	16	0	93	26,8	19,5	35,4	8,6
KHB	20110802	4	02.08.2011	22	11	10	12	0	94	25,8	21,0	35,4	9,6
KHB	20110803	6	03.08.2011	23	11	9	14	0	95	28,7	20,7	38,1	9,4
KHB	20110804	4	04.08.2011	17	10	7	10	0	96	21,2	20,1	30,3	9,1
KHB	20110805	4	05.08.2011	24	17	9	15	0	97	22,6	21,7	32,7	10,1
KHB	20110806	6	06.08.2011	23	15	15	8	0	98	28,9	21,3	38,7	9,8
KHB	20110807	66	07.08.2011	18	10	8	10	1	99	30,8	21,8	40,9	10,1
KHB	20110808	3	08.08.2011	23	10	7	16	0	100	30,2	23,2	41,3	11,1
KHB	20110809	66	09.08.2011	34	16	13	21	1	101	25,2	24,6	37,5	12,3
KHB	20110810	4	10.08.2011	25	11	13	12	0	102	23,3	23,0	34,3	11,0
KHB	20110811	4	11.08.2011	17	7	8	9	0	103	20,2	18,8	28,5	8,3
KHB	20110812	4	12.08.2011	24	13	8	16	0	104	22,7	16,0	29,4	6,7
KHB	20110813	5	13.08.2011	17	10	9	8	0	105	15,3	14,3	21,2	5,9
KHB	20110814	4	14.08.2011	19	13	8	11	0	106	22,3	12,9	27,5	5,2
KHB	20110815	4	15.08.2011	13	4	7	6	0	107	24,3	14,3	30,1	5,8
KHB	20110816	4	16.08.2011	21	12	11	10	0	108	22	12,1	26,9	4,9
KHB	20110817	1	17.08.2011	24	12	13	11	0	109	22	11,2	26,6	4,6
KHB	20110818	1	18.08.2011	22	16	13	9	0	110	24	11,9	28,8	4,8
KHB	20110819	4	19.08.2011	19	9	7	12	0	111	23,1	17,1	30,4	7,3
KHB	20110820	4	20.08.2011	23	10	9	14	0	112	22,6	16,8	29,7	7,1
KHB	20110821	4	21.08.2011	18	11	11	7	0	113	21,2	16,7	28,3	7,1
KHB	20110822	1	22.08.2011	23	9	11	12	0	114	22,6	13,3	28,0	5,4
KHB	20110823	1	23.08.2011	26	15	12	14	0	115	23,3	17,1	30,6	7,3
KHB	20110824	4	24.08.2011	20	13	9	11	0	116	22,3	16,4	29,2	6,9
KHB	20110825	1	25.08.2011	18	9	11	7	0	117	25,2	16,9	32,3	7,1
KHB	20110826	1	26.08.2011	24	12	11	13	0	118	26,7	19,6	35,4	8,7
KHB	20110827	6	27.08.2011	14	7	6	8	0	119	28,2	17,6	35,7	7,5
KHB	20110828	66	28.08.2011	19	9	8	11	1	120	28,4	19,2	36,8	8,4
KHB	20110829	6	29.08.2011	26	14	13	13	2	121	26,4	20,0	35,4	9,0
KHB	20110830	66	30.08.2011	21	17	12	9	3	122	26,9	21,5	36,9	10,0
KHB	20110831	4	31.08.2011	28	20	13	15	0	123	23,5	20,3	32,7	9,2
KHB	20120601	3	01.06.2012	24	15	13	11	3	32	28,1	10,1	32,3	4,2
KHB	20120602	3	02.06.2012	17	12	6	11	4	33	28,3	10,5	32,6	4,3
KHB	20120603	3	03.06.2012	33	22	15	18	5	34	26,1	13,1	31,4	5,3
KHB	20120604	3	04.06.2012	23	15	13	10	6	35	25,1	13,3	30,5	5,4
KHB	20120605	4	05.06.2012	20	11	8	12	0	36	21,5	15,0	27,7	6,2
KHB	20120606	4	06.06.2012	20	11	9	11	0	37	23,5	14,4	29,4	5,9
KHB	20120607	1	07.06.2012	21	12	11	10	0	38	23,5	12,1	28,4	4,9
KHB	20120608	4	08.06.2012	27	9	8	19	0	39	15,8	15,2	22,1	6,3
KHB	20120609	4	09.06.2012	26	15	11	15	0	40	16,6	14,7	22,7	6,1
KHB	20120610	4	10.06.2012	13	6	5	8	0	41	21,2	15,4	27,6	6,4
KHB	20120611	4	11.06.2012	27	14	14	13	0	42	15,7	13,4	21,2	5,5
KHB	20120612	4	12.06.2012	16	10	9	7	0	43	18,9	12,2	23,9	5,0
KHB	20120613	1	13.06.2012	19	13	4	15	0	44	22	10,9	26,5	4,5
KHB	20120614	1	14.06.2012	24	10	6	18	0	45	22,5	12,2	27,5	5,0
KHB	20120615	6	15.06.2012	17	10	8	9	0	46	22,7	15,6	29,2	6,5
KHB	20120616	6	16.06.2012	19	10	8	11	0	47	23,3	16,8	30,4	7,1
KHB	20120617	6	17.06.2012	21	14	8	13	0	48	23,2	16,0	29,9	6,7
KHB	20120618	6	18.06.2012	27	15	11	16	0	49	26,2	17,6	33,7	7,5
KHB	20120619	6	19.06.2012	21	5	7	14	0	50	27,1	16,4	34,0	6,9
KHB	20120620	6	20.06.2012	19	14	8	11	0	51	27,7	14,8	33,8	6,1
KHB	20120621	6	21.06.2012	27	14	9	18	0	52	27,4	16,6	34,4	7,0
KHB	20120622	6	22.06.2012	18	8	4	14	0	53	27,4	16,2	34,2	6,8
KHB	20120623	6	23.06.2012	19	11	10	9	0	54	28	17,2	35,3	7,3
KHB	20120624	6	24.06.2012	19	5	7	12	0	55	29,4	17,2	36,7	7,3
KHB	20120625	6	25.06.2012	24	10	14	10	0	56	28,1	20,6	37,4	9,3
KHB	20120626	3	26.06.2012	19	8	9	10	1	57	31	14,1	36,7	5,7
KHB	20120627	3	27.06.2012	23	8	11	12	2	58	31,3	14,2	37,1	5,8
KHB	20120628	3	28.06.2012	23	9	11	12	3	59	32,8	12,7	37,9	5,1
KHB	20120629	3	29.06.2012	27	19	14	13	4	60	32,5	14,6	38,4	5,9
KHB	20120630	6	30.06.2012	35	20	19	16	0	61	27,9	15,6	34,3	6,4
KHB	20120701	4	01.07.2012	23	13	10	13	0	62	21,2	16,4	28,1	6,9
KHB	20120702	4	02.07.2012	30	11	7	23	0	63	22,7	17,0	29,9	7,2
KHB	20120703	4	03.07.2012	14	10	6	8	0	64	26,5	19,3	35,0	8,5
KHB	20120704	6	04.07.2012	21	11	7	14	0	65	25,4	19,8	34,2	8,8
KHB	20120705	4	05.07.2012	21	13	10	11	0	66	26,9	19,9	35,8	8,9
KHB	20120706	6	06.07.2012	23	13	12	11	0	67	28,9	17,5	36,3	7,4
KHB	20120707	6	07.07.2012	14	12	8	6	0	68	27,3	21,6	37,3	10,0
KHB	20120708	4	08.07.2012	13	8	7	6	0	69	23,2	18,2	31,1	7,9
KHB	20120709	1	09.07.2012	22	9	7	15	0	70	26,3	14,5	32,2	5,9
KHB	20120710	5	10.07.2012	15	7	6	9	0	71	18	17,7	25,6	7,6
KHB	20120711	1	11.07.2012	14	5	7	7	0	72	25	15,2	31,3	6,3
KHB	20120712	1	12.07.2012	18	8	7	11	0	73	22,6	14,0	28,3	5,7
KHB	20120713	2	13.07.2012	22	9	7	15	0	74	20,7	12,9	26,0	5,3
KHB	20120714	5	14.07.2012	14	8	5	9	0	75	17,3	16,3	24,2	6,9
KHB	20120715	5	15.07.2012	21	10	11	10	0	76	19,7	15,7	26,2	6,5
KHB	20120716	1	16.07.2012	19	10	11	8	0	77	25,8	13,8	31,4	5,6
KHB	20120717	1	17.07.2012	12	6	6	6	0	78	30,5	19,8	39,3	8,8
KHB	20120718	66	18.07.2012	24	15	9	15	1	79	31,8	18,6	39,9	8,1
KHB	20120719	66	19.07.2012	23	16	10	13	2	80	31,6	20,1	40,6	9,0
KHB	20120720	4	20.07.2012	24	17	10	14	0	81	25,3	19,3	33,8	8,5
KHB	20120721	1	21.07.2012	24	9	5	19	0	82	28	17,1	35,2	7,2
KHB	20120722	4	22.07.2012	15	8	6	9	0	83	24,2	19,1	32,6	8,4
KHB	20120723	4	23.07.2012	21	8	11	10	0	84	25,1	20,0	34,1	9,0
KHB	20120724	4	24.07.2012	21	13	11	10	0	85	24,7	21,9	34,9	10,2
KHB	20120725	3	25.07.2012	30	17	14	16	1	86	31,1	19,7	39,8	8,7
KHB	20120726	4	26.07.2012	15	11	8	7	0	87	26,3	24,9	38,8	12,5
KHB	20120727	4	27.07.2012	18	9	11	7	0	88	26	22,6	36,7	10,7
KHB	20120728	5	28.07.2012	21	11	8	13	0	89	17,7	15,6	24,2	6,5
KHB	20120729	5	29.07.2012	21	9	7	14	0	90	18,2	16,1	25,0	6,8
KHB	20120730	5	30.07.2012	10	6	7	3	0	91	17	17,0	24,2	7,2
KHB	20120731	5	31.07.2012	17	6	10	7	0	92	15,3	15,3	21,7	6,4
KHB	20120801	5	01.08.2012	19	12	9	10	0	93	16,7	16,7	23,8	7,1
KHB	20120802	4	02.08.2012	17	8	7	10	0	94	23,5	15,6	30,0	6,5
KHB	20120803	6	03.08.2012	16	12	6	10	0	95	25,4	19,3	33,9	8,5
KHB	20120804	6	04.08.2012	19	9	9	10	0	96	26,5	20,6	35,8	9,3
KHB	20120805	6	05.08.2012	16	9	7	9	0	97	27,1	20,6	36,4	9,3
KHB	20120806	6	06.08.2012	30	18	15	15	0	98	27,9	20,4	37,1	9,2
KHB	20120807	66	07.08.2012	22	16	13	9	1	99	30,2	24,1	42,0	11,8
KHB	20120808	66	08.08.2012	22	12	12	10	2	100	30,5	20,5	39,8	9,3
KHB	20120809	6	09.08.2012	20	11	14	6	0	101	25,2	22,1	35,6	10,4
KHB	20120810	6	10.08.2012	18	11	10	8	0	102	26	18,0	33,7	7,7
KHB	20120811	1	11.08.2012	19	10	8	11	0	103	26,5	15,5	32,9	6,4
KHB	20120812	0	12.08.2012	16	7	6	10	0	104	20,9	16,0	27,6	6,7
KHB	20120813	1	13.08.2012	17	7	6	11	0	105	22,4	12,6	27,5	5,1
KHB	20120814	1	14.08.2012	13	8	7	6	0	106	25,6	15,0	31,8	6,2
KHB	20120815	4	15.08.2012	24	12	14	10	0	107	24,1	17,9	31,8	7,7
KHB	20120816	1	16.08.2012	20	13	10	10	0	108	24,4	9,2	28,3	3,9
KHB	20120817	1	17.08.2012	13	5	2	11	0	109	27,1	10,3	31,4	4,3
KHB	20120818	1	18.08.2012	16	10	8	8	0	110	27,4	19,3	35,9	8,5
KHB	20120819	4	19.08.2012	17	9	9	8	0	111	20,3	20,2	29,4	9,1
KHB	20120820	6	20.08.2012	22	11	10	12	0	112	27,3	19,5	35,9	8,6
KHB	20120821	7	21.08.2012	14	6	7	7	0	113	23,6	21,7	33,7	10,1
KHB	20120822	5	22.08.2012	17	10	7	10	0	114	15,4	13,1	20,8	5,4
KHB	20120823	1	23.08.2012	16	12	8	8	0	115	22,7	11,2	27,3	4,6
KHB	20120824	1	24.08.2012	23	17	13	10	0	116	25,7	9,5	29,7	4,0
KHB	20120825	1	25.08.2012	34	17	15	19	0	117	27,6	16,7	34,6	7,0
KHB	20120826	6	26.08.2012	14	12	5	9	0	118	26,8	21,3	36,6	9,8
KHB	20120827	3	27.08.2012	18	10	5	13	1	119	29,2	11,8	34,0	4,8
KHB	20120828	6	28.08.2012	19	12	11	8	0	120	26,7	22,0	37,0	10,3
KHB	20120829	7	29.08.2012	24	10	10	14	0	121	21,2	21,2	31,0	9,8
KHB	20120830	7	30.08.2012	26	11	10	16	0	122	19,5	14,5	25,5	6,0
KHB	20120831	1	31.08.2012	9	6	5	4	0	123	23,4	15,4	29,8	6,4
